IDCliente,Cancelacion,Genero,MayorDeEdad,Pareja,Dependientes,MesesContratado,ServicioTelefonico,MultiplesLineas,ServicioInternet,SeguridadEnLinea,CopiaSeguridadEnLinea,ProteccionDispositivo,SoporteTecnico,TransmisionTelevision,TransmisionPeliculas,TipoContrato,FacturacionElectronica,MetodosPago,CargoMensual,CargoTotal,CostoDiario
0289-IVARM,False,Mujer,0,False,False,35,True,False,DSL,True,True,True,False,False,False,Mes a mes,False,Cheque E.,60.55,1982.6,2.018333333333333
0292-WEGCH,False,Mujer,0,True,True,54,True,True,DSL,False,True,True,True,True,True,Mes a mes,True,Cheque E.,86.2,4524.05,2.8733333333333335
0295-PPHDO,True,Hombre,0,False,False,1,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,95.45,95.45,3.1816666666666666
0295-QVKPB,False,Hombre,0,False,False,5,True,False,DSL,False,False,True,True,True,False,Mes a mes,True,Tarjeta C.,63.95,318.1,2.131666666666667
0297-RBCSG,False,Hombre,0,False,False,19,True,False,DSL,False,True,False,True,False,True,Un año,True,Transferencia,65.35,1231.85,2.1783333333333332
0298-XACET,False,Hombre,0,True,True,52,False,False,DSL,False,True,True,True,True,False,Dos años,False,Cheque C.,50.2,2554.0,1.6733333333333333
0301-FIDRB,False,Mujer,0,True,True,72,False,False,DSL,True,True,True,True,True,True,Dos años,True,Transferencia,63.8,4684.3,2.1266666666666665
0301-KOBTQ,False,Hombre,0,False,False,32,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,20.05,614.45,0.6683333333333333
0302-JOIVN,True,Mujer,0,True,False,8,True,False,Fiber optic,False,True,True,False,True,True,Mes a mes,False,Cheque E.,101.15,842.9,3.371666666666667
0303-UNCIP,False,Hombre,0,False,False,41,True,True,DSL,False,False,True,False,False,True,Un año,False,Cheque C.,65.0,2531.8,2.1666666666666665
0303-WMMRN,False,Hombre,0,False,False,5,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,19.25,86.05,0.6416666666666667
0305-SQECB,False,Mujer,0,False,True,11,False,False,DSL,True,False,False,True,False,False,Un año,True,Cheque C.,36.05,402.6,1.2016666666666667
0306-JAELE,True,Hombre,0,False,False,5,True,False,Fiber optic,False,False,False,True,True,True,Mes a mes,True,Cheque E.,96.1,453.4,3.203333333333333
0307-BCOPK,False,Mujer,0,False,False,16,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,19.05,326.65,0.635
0308-GIQJT,False,Hombre,1,False,False,71,True,True,Fiber optic,False,True,False,True,True,True,Un año,False,Transferencia,105.75,7382.85,3.525
0308-IVGOK,False,Mujer,0,False,False,11,False,False,DSL,False,True,True,True,False,False,Un año,True,Tarjeta C.,40.4,422.6,1.3466666666666667
0310-MVLET,True,Mujer,0,True,True,61,True,True,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Cheque E.,99.15,6010.05,3.305
0310-SUCIN,False,Mujer,0,True,False,71,True,False,DSL,True,True,True,True,True,True,Un año,True,Transferencia,84.8,6046.1,2.8266666666666667
0310-VQXAM,False,Hombre,0,False,False,9,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.85,178.8,0.6616666666666667
0311-QYWSS,False,Mujer,0,False,False,6,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Cheque E.,49.45,314.6,1.6483333333333334
0311-UNPFF,True,Mujer,0,False,False,26,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Transferencia,88.8,2274.35,2.96
0314-TKOSI,False,Mujer,0,False,False,6,True,False,DSL,True,True,False,False,False,False,Mes a mes,False,Cheque C.,55.15,322.9,1.8383333333333334
0315-LVCRK,False,Hombre,0,False,False,11,True,False,Fiber optic,False,False,True,False,False,True,Mes a mes,False,Cheque E.,84.8,888.75,2.8266666666666667
0318-QUUOB,True,Hombre,0,True,False,1,True,False,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,80.55,80.55,2.685
0318-ZOPWS,False,Mujer,0,True,False,49,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,20.15,973.35,0.6716666666666666
0319-QZTCO,False,Mujer,0,True,True,3,True,False,DSL,False,True,False,False,True,False,Mes a mes,True,Tarjeta C.,58.7,168.6,1.9566666666666668
0320-DWVTU,False,Mujer,0,False,False,53,True,False,Fiber optic,True,True,True,True,False,True,Dos años,False,Cheque C.,99.5,5424.25,3.316666666666667
0320-JDNQG,True,Hombre,0,True,True,23,True,False,Fiber optic,True,False,False,True,True,True,Mes a mes,True,Cheque E.,99.85,2331.3,3.328333333333333
0322-CHQRU,True,Hombre,0,False,False,2,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,45.35,89.5,1.5116666666666667
0322-YINQP,True,Hombre,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Cheque C.,48.55,48.55,1.6183333333333332
0323-XWWTN,False,Hombre,0,False,True,3,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque C.,26.4,121.25,0.88
0324-BRPCJ,True,Mujer,1,True,False,68,True,True,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Cheque E.,100.2,6851.65,3.3400000000000003
0325-XBFAC,True,Hombre,0,False,False,8,True,False,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,94.7,740.3,3.1566666666666667
0326-VDYXE,False,Mujer,0,True,False,70,True,True,Fiber optic,False,False,True,False,True,True,Un año,True,Cheque E.,97.65,6982.5,3.2550000000000003
0327-WFZSY,False,Hombre,0,True,True,39,True,True,Fiber optic,False,False,True,False,True,True,Un año,False,Cheque E.,100.0,3835.55,3.3333333333333335
0328-GRPMV,True,Mujer,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,70.1,70.1,2.3366666666666664
0329-GTIAJ,True,Mujer,0,False,False,3,True,False,Fiber optic,False,True,False,True,True,True,Mes a mes,True,Cheque E.,97.9,315.3,3.2633333333333336
0330-BGYZE,False,Hombre,0,True,False,60,True,True,Fiber optic,False,True,True,False,True,True,Un año,False,Transferencia,102.5,6157.6,3.4166666666666665
0330-IVZHA,True,Mujer,0,True,False,5,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Cheque E.,69.95,330.15,2.3316666666666666
0334-GDDSO,True,Hombre,1,False,False,3,True,True,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Cheque E.,81.35,233.7,2.7116666666666664
0334-ZFJSR,False,Mujer,0,True,False,55,True,True,DSL,True,True,False,True,False,False,Un año,True,Tarjeta C.,66.05,3462.1,2.2016666666666667
0336-KXKFK,False,Hombre,0,False,False,72,False,False,DSL,True,False,True,True,True,True,Dos años,True,Tarjeta C.,61.2,4390.25,2.04
0336-PIKEI,False,Hombre,1,True,False,72,True,False,DSL,True,True,True,True,True,False,Dos años,False,Transferencia,74.4,5360.75,2.48
0337-CNPZE,True,Mujer,0,False,False,41,True,True,Fiber optic,False,True,True,False,True,True,Mes a mes,True,Cheque E.,106.3,4443.45,3.5433333333333334
0343-QLUZP,False,Hombre,0,False,False,60,False,False,DSL,True,True,True,False,False,False,Dos años,False,Transferencia,39.6,2424.5,1.32
0345-HKJVM,True,Mujer,0,False,False,6,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,False,Cheque E.,89.3,577.6,2.9766666666666666
0345-XMMUG,False,Mujer,0,True,False,46,True,True,Fiber optic,False,True,True,True,True,True,Dos años,True,Tarjeta C.,108.9,4854.3,3.6300000000000003
0347-UBKUZ,False,Mujer,0,False,False,15,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.9,320.45,0.6633333333333333
0348-SDKOL,True,Mujer,0,True,False,58,True,True,Fiber optic,False,False,True,True,True,True,Mes a mes,True,Tarjeta C.,102.1,5885.4,3.4033333333333333
0354-VXMJC,False,Hombre,0,True,True,23,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,19.6,426.65,0.6533333333333334
0354-WYROK,True,Mujer,1,True,True,31,True,False,Fiber optic,False,False,True,True,True,True,Mes a mes,True,Cheque E.,98.9,2911.3,3.296666666666667
0356-ERHVT,False,Hombre,0,True,False,11,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Transferencia,45.9,521.9,1.53
0356-OBMAC,False,Mujer,1,False,False,56,True,True,Fiber optic,False,True,True,True,True,False,Dos años,True,Transferencia,99.9,5706.3,3.33
0357-NVCRI,False,Mujer,0,False,True,25,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta C.,20.05,471.7,0.6683333333333333
0361-HJRDX,False,Mujer,0,False,False,68,False,False,DSL,True,True,True,True,True,True,Dos años,False,Tarjeta C.,64.35,4539.6,2.145
0362-RAOQO,False,Mujer,0,False,False,40,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,19.65,830.25,0.6549999999999999
0362-ZBZWJ,True,Hombre,0,False,False,36,True,True,Fiber optic,False,False,False,False,False,True,Mes a mes,True,Cheque E.,84.9,3067.2,2.83
0363-QJVFX,True,Hombre,0,False,False,32,True,True,Fiber optic,True,True,False,True,True,True,Mes a mes,True,Tarjeta C.,108.15,3432.9,3.605
0363-SVHYR,False,Hombre,0,True,True,71,True,True,DSL,True,True,True,True,True,True,Dos años,False,Transferencia,86.85,6263.8,2.895
0365-BZUWY,False,Hombre,0,True,False,17,True,True,Fiber optic,False,True,True,False,True,True,Mes a mes,True,Cheque E.,102.55,1742.5,3.4183333333333334
0365-GXEZS,False,Hombre,0,True,False,18,True,False,Fiber optic,False,False,True,True,False,False,Mes a mes,False,Cheque E.,78.2,1468.75,2.606666666666667
0365-TRTPY,False,Mujer,0,False,False,37,True,True,Fiber optic,True,True,True,False,False,False,Mes a mes,False,Transferencia,91.2,3382.3,3.04
0366-NQSHS,False,Hombre,0,False,False,2,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.35,46.35,0.645
0369-ZGOVK,False,Mujer,0,True,True,28,True,False,Fiber optic,False,False,False,False,False,False,Un año,True,Transferencia,70.4,1992.2,2.3466666666666667
0373-AIVNJ,False,Hombre,0,False,False,9,False,False,DSL,True,True,True,False,False,False,Un año,False,Cheque C.,39.55,373.0,1.3183333333333331
0374-AACSZ,False,Mujer,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Mes a mes,False,Cheque E.,50.15,50.15,1.6716666666666666
0374-FIUCA,False,Hombre,0,True,False,65,True,False,No,False,False,False,False,False,False,Dos años,True,Tarjeta C.,20.4,1414.45,0.6799999999999999
0374-IOEGQ,False,Mujer,0,False,False,3,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,44.6,122.7,1.4866666666666668
0375-HVGXO,True,Mujer,0,False,False,1,False,False,DSL,False,False,False,False,True,False,Mes a mes,True,Cheque E.,34.7,34.7,1.1566666666666667
0376-OIWME,False,Hombre,0,True,False,36,True,False,Fiber optic,True,False,False,False,True,True,Mes a mes,True,Cheque E.,93.6,3366.05,3.1199999999999997
0376-YMCJC,True,Hombre,0,False,False,23,True,True,Fiber optic,False,False,False,True,True,False,Mes a mes,True,Cheque E.,90.6,1943.2,3.02
0377-JBKKT,False,Hombre,0,True,True,22,True,False,DSL,True,True,False,True,False,False,Mes a mes,True,Cheque C.,57.95,1271.8,1.9316666666666669
0378-CJKPV,False,Mujer,0,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Dos años,False,Tarjeta C.,112.1,7965.95,3.7366666666666664
0378-NHQXU,True,Mujer,0,True,True,17,True,True,Fiber optic,False,False,True,False,True,False,Mes a mes,False,Cheque E.,88.25,1460.65,2.941666666666667
0378-TOVMS,True,Mujer,0,False,False,3,True,False,Fiber optic,False,False,False,True,False,True,Mes a mes,False,Cheque E.,85.8,272.2,2.86
0378-XSZPU,True,Hombre,0,True,False,58,True,False,DSL,True,True,True,False,False,False,Un año,False,Tarjeta C.,60.3,3563.8,2.01
0379-DJQHR,False,Hombre,0,True,True,67,True,False,DSL,True,True,True,False,True,True,Dos años,False,Tarjeta C.,81.35,5398.6,2.7116666666666664
0380-NEAVX,False,Hombre,1,False,False,34,True,False,Fiber optic,False,True,True,False,True,True,Un año,True,Cheque E.,99.85,3343.15,3.328333333333333
0380-ZCSBI,False,Hombre,0,False,False,10,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta C.,20.0,198.7,0.6666666666666666
0383-CLDDA,False,Mujer,0,False,False,69,True,True,DSL,True,False,True,True,True,True,Dos años,True,Tarjeta C.,85.35,5897.4,2.8449999999999998
0384-LPITE,False,Hombre,0,False,False,40,False,False,DSL,True,True,True,False,True,True,Un año,False,Tarjeta C.,62.05,2511.55,2.0683333333333334
0384-RVBPI,False,Hombre,0,False,False,20,True,False,DSL,True,False,True,False,False,True,Mes a mes,False,Tarjeta C.,64.4,1398.6,2.146666666666667
0386-CWRGM,False,Mujer,0,True,True,46,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque C.,19.4,967.85,0.6466666666666666
0388-EOPEX,True,Mujer,0,True,False,2,True,False,Fiber optic,True,False,False,False,False,False,Mes a mes,True,Cheque E.,74.4,139.4,2.48
0390-DCFDQ,True,Mujer,1,True,False,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque C.,70.45,70.45,2.3483333333333336
0392-BZIUW,False,Mujer,0,True,False,72,True,True,Fiber optic,True,False,True,False,True,True,Dos años,True,Tarjeta C.,105.0,7589.8,3.5
0394-YONDK,False,Hombre,0,True,True,70,True,True,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,25.15,1790.15,0.8383333333333333
0396-HUJBP,False,Mujer,0,False,False,2,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.3,44.4,0.6433333333333333
0396-UKGAI,False,Hombre,0,False,True,23,True,False,DSL,False,True,False,True,False,False,Mes a mes,True,Transferencia,55.3,1284.2,1.8433333333333333
0396-YCHWO,False,Hombre,0,True,False,36,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,95.4,3474.2,3.18
0397-GZBBC,True,Hombre,1,True,False,59,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Transferencia,93.85,5574.75,3.128333333333333
0397-ZXWQF,False,Hombre,0,False,False,67,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.5,1430.95,0.6833333333333333
0401-WDBXM,False,Hombre,0,True,True,72,True,True,Fiber optic,True,False,True,False,True,True,Dos años,True,Transferencia,105.55,7542.25,3.518333333333333
0402-CQAJN,True,Mujer,0,False,False,37,True,True,Fiber optic,False,True,True,False,True,True,Mes a mes,True,Transferencia,101.9,3545.35,3.396666666666667
0402-OAMEN,False,Mujer,0,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,24.45,1709.1,0.815
0404-AHASP,False,Hombre,0,True,False,72,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,19.7,1421.9,0.6566666666666666
0404-SWRVG,True,Hombre,0,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,74.4,229.55,2.48
0406-BPDVR,True,Mujer,1,True,False,54,True,True,Fiber optic,False,True,False,False,True,True,Un año,True,Tarjeta C.,101.5,5373.1,3.3833333333333333
0407-BDJKB,True,Hombre,0,True,False,60,True,True,Fiber optic,False,True,True,False,True,False,Mes a mes,True,Cheque E.,95.75,5742.9,3.191666666666667
0409-WTMPL,False,Mujer,0,True,False,58,True,True,Fiber optic,True,True,True,False,True,True,Un año,True,Tarjeta C.,110.65,6526.65,3.6883333333333335
0410-IPFTY,False,Mujer,0,True,False,31,True,False,Fiber optic,False,True,False,False,False,True,Mes a mes,True,Transferencia,83.85,2674.15,2.795
0411-EZJZE,False,Mujer,0,False,False,3,True,True,DSL,False,False,False,False,True,False,Mes a mes,True,Cheque E.,60.25,170.5,2.0083333333333333
0412-UCCNP,False,Hombre,0,False,False,55,True,False,DSL,True,False,True,True,False,False,Dos años,True,Cheque E.,59.2,3175.85,1.9733333333333334
0415-MOSGF,True,Mujer,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,44.4,44.4,1.48
0419-YAAPX,False,Hombre,0,True,False,49,True,False,Fiber optic,False,True,False,False,True,False,Mes a mes,True,Tarjeta C.,85.3,4297.95,2.8433333333333333
0420-BWTPW,True,Hombre,0,False,True,8,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,25.5,215.2,0.85
0420-HLGXF,False,Mujer,1,False,False,39,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,99.75,4036.0,3.325
0420-TXVSG,False,Hombre,0,True,False,66,True,True,DSL,True,True,True,False,False,False,Dos años,True,Tarjeta C.,66.1,4428.45,2.203333333333333
0422-OHQHQ,False,Mujer,0,True,True,15,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,20.55,295.95,0.685
0422-UXFAP,False,Mujer,0,True,False,51,True,True,Fiber optic,False,False,True,False,True,True,Un año,True,Cheque E.,98.85,4947.55,3.295
0423-UDIJQ,False,Hombre,1,False,False,9,True,False,DSL,False,False,False,True,False,False,Mes a mes,False,Cheque C.,49.2,447.9,1.6400000000000001
0426-TIRNE,True,Mujer,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.9,20.9,0.6966666666666667
0428-AXXLJ,False,Hombre,0,False,False,25,True,False,No,False,False,False,False,False,False,Un año,True,Transferencia,19.5,516.3,0.65
0428-IKYCP,False,Hombre,0,True,False,22,True,False,Fiber optic,False,False,True,False,True,False,Mes a mes,True,Transferencia,87.0,1850.65,2.9
0430-IHCDJ,False,Hombre,0,False,False,15,True,True,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque E.,49.0,749.25,1.6333333333333333
0431-APWVY,True,Mujer,0,True,True,28,True,False,Fiber optic,False,False,False,False,True,True,Un año,True,Transferencia,90.1,2598.95,3.003333333333333
0432-CAJZV,False,Hombre,0,False,False,3,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,False,Cheque C.,90.7,237.65,3.0233333333333334
0434-CSFON,False,Mujer,0,True,False,47,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,100.5,4707.1,3.35
0436-TWFFZ,False,Mujer,0,False,False,67,True,True,DSL,True,False,True,True,True,True,Dos años,True,Cheque C.,85.25,5714.2,2.841666666666667
0439-IFYUN,False,Mujer,1,False,False,18,True,False,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Cheque E.,74.7,1294.6,2.49
0440-EKDCF,False,Hombre,0,True,False,62,True,False,DSL,False,True,True,True,False,False,Dos años,True,Tarjeta C.,60.15,3753.2,2.005
0440-MOGPM,False,Mujer,0,False,False,41,True,True,DSL,False,True,True,False,True,True,Un año,True,Cheque E.,80.55,3263.9,2.685
0440-QEXBZ,False,Mujer,0,False,False,44,True,True,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque C.,50.15,2139.1,1.6716666666666666
0440-UEDAI,False,Mujer,0,False,False,53,True,False,Fiber optic,False,True,True,True,False,True,Un año,True,Tarjeta C.,94.45,5042.75,3.1483333333333334
0442-TDYUO,False,Hombre,0,True,False,48,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque C.,20.05,1036.0,0.6683333333333333
0442-ZXKVS,False,Mujer,1,True,False,54,True,True,Fiber optic,True,True,True,True,True,True,Un año,True,Transferencia,115.6,6431.05,3.853333333333333
0447-BEMNG,True,Mujer,0,True,False,48,False,False,DSL,True,False,True,False,False,True,Mes a mes,True,Transferencia,45.3,2145.0,1.51
0447-RXSGD,False,Hombre,0,False,False,24,True,True,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Transferencia,99.65,2404.85,3.3216666666666668
0454-OKRCT,False,Hombre,0,False,False,33,True,False,Fiber optic,False,True,False,True,False,False,Dos años,False,Transferencia,80.6,2651.1,2.6866666666666665
